uri,labels,speechiness,duration (ms)
spotify:track:0InZDSUkIgWoN4xR1R82Bl,1,0.0321,198031.0
spotify:track:4rTSFa6MxrRlbFLk7cQVw7,1,0.0436,163493.0
spotify:track:1FOcJ48XhC9gBMyONLB2Cr,0,0.144,187040.0
spotify:track:30l2Im8EqJ6H3DivZWD86i,1,0.045,148107.0
spotify:track:0seVjjMwNTsoJP1Y3Ywqqo,1,0.0395,150627.0
spotify:track:5XQKrcRNi1XR7ayz5AX9NS,1,0.0492,211052.0
spotify:track:14pezedLRmdJi1mngdLGyf,1,0.139,181740.0
spotify:track:4vz3nIlaqjUMFk28Fv1Oip,2,0.0385,174627.0
spotify:track:7Cdenuj6Wmyy1FvDk5INv4,1,0.104,185163.0
spotify:track:2rOdhAWP3n2HUnsvfyKESn,1,0.0387,195160.0
spotify:track:5EaSv0m5BOgfg0ctSIvxlW,1,0.0497,169320.0
spotify:track:3wfQEIvOfeVkXgGZogK3gL,1,0.0399,189520.0
spotify:track:46FsPFUaWdZSv2V4DpwlMm,1,0.0575,205000.0
spotify:track:5C6lFfOu2GUWGxDhRxnNPP,1,0.0324,158133.0
spotify:track:0nkA5LuirlambYhfuZJnrw,1,0.0421,180000.0
spotify:track:0WAQ3Re10tB2s70r5jmWt3,1,0.0277,170547.0
spotify:track:1tiYxHwflZvH0Cm9AIxxg9,1,0.215,190175.0
spotify:track:4849Ja3XWy83D7g2U9gbwX,1,0.0745,187387.0
spotify:track:3grDHABon1iPk2zzSHhhmq,1,0.0345,166210.0
spotify:track:3zrikaPfeFxOyk5AgkyWqZ,1,0.28,237427.0
spotify:track:3ej9CjmXF3FvJDmWP0us2m,0,0.0326,158680.0
spotify:track:1lQAG1xVrSifqAo01DXZ8k,1,0.226,224243.0
spotify:track:2bwbKylFWjIeRNVuUWdYFN,1,0.0438,166293.0
spotify:track:26yt1KqTB1gAZxjTPNzZvl,0,0.0315,220373.0
spotify:track:6tNDVXXaYWsBd3Mqhfelvl,0,0.0477,234680.0
spotify:track:4tHvWMSQj8VGLKGLlt2zY7,1,0.0526,122573.0
spotify:track:6clg4hHJSezNBDvtDvW1tb,1,0.0459,188852.0
spotify:track:1animAXWVXll9f0b1gnGzv,0,0.047,182063.0
spotify:track:50FkjfunLC4YSTlUtdBABu,0,0.0817,149837.0
spotify:track:37Fepha6V96wzsNaSVjm7P,1,0.0402,151933.0
spotify:track:3OPfMmSNorSMefoUtQ5JGq,1,0.0354,128267.0
spotify:track:0z9LmXz9nCBzHSwpmfLG2l,1,0.0504,139606.0
spotify:track:425CH82fiLF9gEWO43UwpR,0,0.357,90893.0
spotify:track:5rxbyZSFyRMBGPaCrOmjgn,0,0.54,98200.0
spotify:track:68YnvUzApkNkbiz7hdYSVC,1,0.031,99440.0
spotify:track:6sxatwDDcgfY0VwGUkZ6oy,1,0.0285,201653.0
spotify:track:5H96Q3abzF8o0YEORpCYMw,1,0.0624,167453.0
spotify:track:3OOtSZJKkzkICnVwUj5img,1,0.0294,203093.0
spotify:track:3s0IxbkLtZT97DhqKvuhKK,2,0.0389,174280.0
spotify:track:5M5qggHWyKCMJ2TPjBG6uV,1,0.0399,155907.0
spotify:track:2URUYbVgyg2YPsxpqBYCKq,1,0.074,196000.0
spotify:track:73cvgIDpjOPzoHxaF5vI54,0,0.0475,261667.0
spotify:track:47C1vnIeO9WOYkqITt5pTw,2,0.034,187707.0
spotify:track:1UIEq8Vr3zwKLtdOmY8IuH,1,0.0299,174187.0
spotify:track:2ERhx1yPuRLnOWEdAS15Ip,0,0.0983,139093.0
spotify:track:4aHlt715sXRhIwjDq5hfAb,0,0.0379,112720.0
spotify:track:0DYhqlz41qwr6PZd7AroYZ,1,0.0452,48735.0
spotify:track:4URBmD0TJNBfXGi9SpUac0,1,0.0293,102840.0
spotify:track:1Jcw51BUWpYzQFT20qTK8d,0,0.0333,46867.0
spotify:track:04fXknppyRhCdC5JIXi1C6,1,0.038,104920.0
spotify:track:4sbgL3gESvBF7byxJIwxaV,1,0.0697,213040.0
spotify:track:5hF7og5bttYF8Sf1eN4zdg,0,0.0348,62400.0
spotify:track:1nPbsW6fpPjt6mTlnkBrdd,0,0.042,136867.0
spotify:track:3ULM0APXKuqoxBwqRNrIne,3,0.0371,197853.0
spotify:track:7IbkX8xZe1oRhm7bffTSLL,0,0.0422,225013.0
spotify:track:4UDVmvwlOq05ozpsm2hqZ6,1,0.0354,206840.0
spotify:track:0QltFpwEYI09REn5B3D6WU,1,0.0316,171733.0
spotify:track:49ajoP14JlYlX3oplpPXnI,1,0.0385,181213.0
spotify:track:3farv8hF5DJisiwIk5JDtm,1,0.0314,171107.0
spotify:track:2W9IeHk8u0RWPIVn9aJLhs,0,0.028,172813.0
spotify:track:6wVdhKOXd8n3MZnnTkmLau,1,0.0319,155867.0
spotify:track:2gIPzSKCACprrkWPqNBa4J,1,0.0389,137880.0
spotify:track:10dO3P8VpP5JDptlU4GcPZ,1,0.036,213920.0
spotify:track:6U53XwTsCFTmdHZXYXg5V4,1,0.0411,152973.0
spotify:track:1N69NMpxzAtqreKdmwTB81,0,0.037,162373.0
spotify:track:5rskc0crQ3oVNx2bDaMaVR,0,0.0399,148027.0
spotify:track:5Y5Gse74jdHsjPjjcw3k3K,0,0.0321,164120.0
spotify:track:242A7eLeQYaj9mlYEpD8V5,2,0.2,160280.0
spotify:track:028x13qXV9TGauONVdkN4t,0,0.0688,289067.0
spotify:track:4g5hKQJ5zZjRtCNcizXGwV,1,0.0281,213520.0
spotify:track:5YmznE5Myof7xgtX77gFUC,2,0.149,205560.0
spotify:track:0ogANqNqioNZTEjIdbPqwr,3,0.0423,151947.0
spotify:track:0iYU8lHm1zaY7BfMkBoaJX,1,0.281,144667.0
spotify:track:3dTOFGzD4bihc1DHsCyY2Q,1,0.0386,142867.0
spotify:track:1ub34C2Mqrhfynq1Z62txb,1,0.0324,119467.0
spotify:track:7bXsHuDG69La3SvYWSUBO4,1,0.0478,151743.0
spotify:track:4N31cy3YLumLUA730xFlbF,1,0.0549,175920.0
spotify:track:1gkfZo6NDv59Af46lTzpOn,3,0.0397,202160.0
spotify:track:0OW4NGAgMvkYI8saSofTHm,0,0.0297,246080.0
spotify:track:0Dq2qCFb0v3RJhzBNcOyi1,0,0.0302,185187.0
spotify:track:4T2fyeGX5Nf53a9k7W3e2f,0,0.0338,181093.0
spotify:track:6lhEn7OPsfhZEdzA9vTaoD,1,0.0418,163373.0
spotify:track:6F2kNwlktAwBvEC8tog5on,0,0.0266,153135.0
spotify:track:24IVj5b2WMvy7W16b22U1P,0,0.0281,131632.0
spotify:track:63oprrLLxTHr25kFUWYxFh,0,0.0319,192053.0
spotify:track:4b6LtVLCE94YakQuUhrZtY,0,0.0352,172252.0
spotify:track:7hJKVUY39JIL3eMPWxJiuR,1,0.0268,164333.0
spotify:track:4C7YjetWKTHSW5ytzv9Ilr,1,0.0288,174440.0
spotify:track:2SBIOnE0uEDtCIhs4MyINU,1,0.0283,147227.0
spotify:track:6j9edxVqSAimAsXAxkmcgU,1,0.0256,202467.0
spotify:track:62fTY64Uq2CL72veV4ycnT,0,0.0479,286600.0
spotify:track:6heJsNcJ31V4lSQtHlm43R,1,0.0723,180089.0
spotify:track:2lDy731loBKqaxg04fPEnd,0,0.0255,242013.0
spotify:track:6TVh4LPaHWshlsjvEkwbg8,2,0.0522,233322.0
spotify:track:3CzmTLecVzvTUYxzfsOEmD,1,0.0602,256960.0
spotify:track:4bGFcSrItrHo9rB7VHdMID,0,0.0294,184387.0
spotify:track:1wuguotCedAsfWV4pQ9p3r,1,0.036,191653.0
spotify:track:7fnBVYIShnwKIa120udyuc,0,0.0267,180041.0
spotify:track:6NdPEdTVbFBCoe8FkjXY0O,1,0.0318,163240.0
spotify:track:6DQ0Cu2Ksg1db50dw6QgwS,1,0.0369,202213.0
spotify:track:1KV3jTggW0L3K3ciGDCEHJ,1,0.0738,196955.0
spotify:track:0xDfzjDVT9AOraJlTv4G1k,1,0.028,222213.0
spotify:track:5xqQl4ClFkTYJrC7hWG2JY,0,0.0336,190187.0
spotify:track:0SFxKDv7OkVrz5V3sOxVRJ,0,0.0287,199667.0
spotify:track:7qkWuI1I2PfLC4KzTKLYvp,1,0.0406,167347.0
spotify:track:7nbvF0CcgF6g0xmPHKzZJV,1,0.0328,187547.0
spotify:track:0jk8X14nPyASb0qanrM7fQ,1,0.0588,209813.0
spotify:track:7xYmtqxrLqpgmyqAN2qLmx,1,0.0316,276907.0
spotify:track:0r0MjoU9XqmRxh5TDUbVgP,1,0.0319,194133.0
spotify:track:3fzsWppivHc2z8Ib8haTJm,1,0.034,140507.0
spotify:track:5687qikAmoArddJfS4WFHx,1,0.0282,226320.0
spotify:track:76wuzJXSzwSXMRZPYK8r4T,0,0.0273,236587.0
spotify:track:2kYMPWZVygXs3bnqVMgWo4,1,0.0331,168240.0
spotify:track:5Z9RnjVfSBBnfn3CIE0sGt,1,0.0327,181027.0
spotify:track:2P2FrbXawY3fHELQ2QV7qj,1,0.0391,213827.0
spotify:track:4MiWF8ymaVY9dFkkmZqBYY,1,0.0267,211333.0
spotify:track:5b3lFITH4vYoc9C4BnFod7,1,0.0457,159813.0
spotify:track:45UzDHTBpEvNZworWnRbz3,0,0.0268,182160.0
spotify:track:6arhGn95cmaKnNy0AazNH0,1,0.0431,221880.0
spotify:track:5kDV7vCOQHqKE6wT06JXlx,1,0.17,187000.0
spotify:track:1mSR4VOO4Rxjo4fO35p4ER,2,0.0563,200853.0
spotify:track:30wYEdtYukwgmx6RGI23Ij,0,0.0284,160840.0
spotify:track:5VeY9AW9IhkL7eAMjYUaV6,0,0.0352,373160.0
spotify:track:5XTOx7xi0ApLtDSMxRPjtq,1,0.0284,176600.0
spotify:track:2slG9ufkjXTyNI3Zb6RIYY,0,0.025,200971.0
spotify:track:7ufixhVzlbd7rX74EzqGWR,0,0.0403,168947.0
spotify:track:5fQiYDxdazpXbtCM9VsYYh,0,0.0358,186160.0
spotify:track:5DTHAoCihnUcp5jSoMtHxv,1,0.0262,171853.0
spotify:track:5mZHwyyN7P59RU4hUxxmLp,0,0.0309,227200.0
spotify:track:6dPr8pkYPGnOSfSYqCzOuD,0,0.0283,229547.0
spotify:track:7uibWfNJEtmJw7XKKHtbUO,0,0.0412,183907.0
spotify:track:3D6CBBJxHEQXLFhiBBhi0e,1,0.0287,184093.0
spotify:track:2d7OU3KtARas5DqnMbJdXl,0,0.0369,225347.0
spotify:track:7sp7OTTe0wEM9t9nL6fZC9,0,0.0327,194373.0
spotify:track:5TBYzCfWnc9vNJHnPKrc52,1,0.0285,222000.0
spotify:track:1nhzAo4lG0LQYXIhHtXmBn,0,0.0273,229448.0
spotify:track:3rHS9dOgQzYH0V4qqxBiW6,1,0.0314,173307.0
spotify:track:3fwZkPVYg94GkzTemVZkb9,2,0.0509,200880.0
spotify:track:1TtKrAO1KIk4mVcnoT8FIl,0,0.0343,195173.0
spotify:track:6QHJYLKcCdDLX2YawkQxH5,1,0.0346,194013.0
spotify:track:2IJcJf7oNCl5VbqgFKBWqA,1,0.0293,192533.0
spotify:track:7pmnxYWQL7T2aZD8ZMrbrS,0,0.0256,227347.0
spotify:track:50olrtyH5bqzcQhz90Z7eA,2,0.125,211907.0
spotify:track:78B9RvFjcpSQgGFtjy1zBE,1,0.0382,223907.0
spotify:track:6T2HyPlaUYaUEJYjXKu14b,2,0.0351,279347.0
spotify:track:5lTmxDv7u8W1CZlqPr5gNX,2,0.0515,215133.0
spotify:track:71W4cs3TSdVxmcTXDhHtuF,1,0.264,170413.0
spotify:track:2Y6aoAZSZS15jaEmLEbmte,2,0.0776,218848.0
spotify:track:4qsgKZdwTYtZ6gJKQeFtAw,2,0.0891,203343.0
spotify:track:2pmQato7IqlbRLROHHAKlT,2,0.0416,276733.0
spotify:track:4YbINgFfFADnJHp18XAtYF,2,0.0494,239947.0
spotify:track:2bETrsTSDsYcRgdf1o0g4e,1,0.116,219973.0
spotify:track:4EfsbTQ8eQGEhQ9dZZhEqF,2,0.0855,216659.0
spotify:track:5o7SXwjisBPCaipy4PuqI4,2,0.0861,187240.0
spotify:track:0lA1c6MmTzpNsRMxq6SvTV,2,0.057,199240.0
spotify:track:5PHGfmNJ7DxfpTqzFgDnEs,2,0.0507,183915.0
spotify:track:4c5evEWIhLXzlHQsmm6K78,2,0.0579,227040.0
spotify:track:4HNNa2BIt1IKMylL8Wai4a,1,0.0632,216156.0
spotify:track:0tDCnPTNv3RkXIUPEiLTmh,2,0.204,156013.0
spotify:track:5Nu9aYD3DaJH3MpUDOTFxD,2,0.114,220067.0
spotify:track:4gjioLsRgEvXGqRE8URudy,2,0.0775,141179.0
spotify:track:0X7dzHD6kTYLArxULmDxML,2,0.0727,212813.0
spotify:track:18FrEcXf5oiblUY1nSq7EC,2,0.0877,208987.0
spotify:track:3rWUgrjgT6HyrzqGloajso,2,0.0546,189973.0
spotify:track:0ce6cx82QqH6YZhZbXXbC7,2,0.0499,187427.0
spotify:track:45M15t12GsJjEa6EnWtzIY,2,0.0601,285653.0
spotify:track:3sthhTKn6UTqAgPS1YeXXf,2,0.0697,190853.0
spotify:track:783oO7lL6ynvi6PmrrHUe1,2,0.104,204560.0
spotify:track:5SG48LvorY1ravJI3mMl3S,2,0.0671,213819.0
spotify:track:3S2DPMQg7FTvzZfZVCcfPo,2,0.127,322160.0
spotify:track:6r0IfzJv2CCLGx3ypfImy4,1,0.0339,176200.0
spotify:track:1DIs6Xwf1IuWQvOmOHyGsY,2,0.0478,186802.0
spotify:track:0y6iSP3oZ3LboIK66OEkOD,2,0.0568,179280.0
spotify:track:6O6VABM0OO2z6obz3F5o2z,2,0.0681,176640.0
spotify:track:3Z4QdM55J6gISfn26vv4ld,1,0.0339,193947.0
spotify:track:28Vkrw3Ga5gUsahPXlRDxA,2,0.0437,171813.0
spotify:track:4gzdwpTJenVL0JSSbqd1Zb,1,0.0376,184733.0
spotify:track:5NsB2o5Swu4Il9ayGCzFQW,2,0.0551,195413.0
spotify:track:629UuAT799YXMcN2LXXPcN,1,0.0353,248280.0
spotify:track:1AljVEDMX9FfU72p8GuhiQ,0,0.0333,191600.0
spotify:track:24deE4n38wG8vLisZcxds5,2,0.0596,225573.0
spotify:track:21eOFMxKtFpdi3SnK05UsG,2,0.0596,214093.0
spotify:track:3KremV8vl2ZO7R6WY2juxR,2,0.0639,197274.0
spotify:track:5bRXsmg3BHxZeX0CQmVfAB,2,0.0439,201800.0
spotify:track:6XN1f9Q785CEko1cvel1CX,2,0.37,168773.0
spotify:track:6LaDgZ8TrVfcOuty5UxrSK,2,0.0507,196600.0
spotify:track:24wv4TYqBSBzogJy75j2dF,2,0.0735,205693.0
spotify:track:6HydrRCoO5kRpB7a7XeK05,2,0.135,233920.0
spotify:track:5TCuWveuyE60TxTqdse3ce,2,0.252,236050.0
spotify:track:5cVwaW5DaEUrTKiZxdOxaT,2,0.106,313800.0
spotify:track:4CVpmQlzQLDjfPiIUmMD8d,0,0.0352,292413.0
spotify:track:3NwbRKSOVchY91nZbxD0T2,3,0.0367,86320.0
spotify:track:75KQJPqRCdLyG4WTY5qLYu,2,0.0369,362253.0
spotify:track:3fXJBL1zWdJ6GZZZHA1PUO,2,0.0433,350867.0
spotify:track:2xPe3ZhLCVtzwGDUfYX0lW,2,0.0463,386240.0
spotify:track:0yVK3yMKESq8H1SlqQpx1R,2,0.0748,215378.0
spotify:track:1oNWZObLbw2adAk4A1WxQ7,2,0.0768,194276.0
spotify:track:6q4JFPj7ngtuqUHzZyKe1P,2,0.0715,224438.0
spotify:track:0E2iW4E86X9Ngp5neS3kld,2,0.0751,334319.0
spotify:track:4oK1YTHDkQ1oO8h7zyydHk,2,0.055,231332.0
spotify:track:1Ci3FsMX2l4SzclPhExM7O,2,0.0623,225008.0
spotify:track:76RhD2NpYGhTLJJbZtFaHy,3,0.0667,156960.0
spotify:track:2XaBaDYq15WG4uWpvrfDAA,0,0.033,126671.0
spotify:track:3Vi5LVnR2YnBWCldI9NEtD,0,0.0354,132307.0
spotify:track:0sXHBX2Va4o2byw2RU6RX7,1,0.0473,86420.0
spotify:track:2oTTV9cswD841YmIFJOR3Y,1,0.057,171000.0
spotify:track:3MAlzmbADqS69AaKdXjA8q,0,0.0404,110800.0
spotify:track:4eUGhMUPxIBz3dsiEFLXoY,1,0.0452,140467.0
spotify:track:4Jv3peqEJmMXlecnaltCPL,0,0.046,142840.0
spotify:track:2t1Q80n1NLKvpFeLcpBli3,0,0.0547,146013.0
spotify:track:4KVxASHy1p5iWTjYsY3GuY,0,0.0404,186000.0
spotify:track:6bCMHgdqLGUrfOxuPn01HC,3,0.0836,111251.0
spotify:track:7aKtwp4m4FvHmPfHKyK0mP,3,0.0298,166987.0
spotify:track:6aBlpvcQ4jJyLzuzyBYk5p,0,0.0287,149610.0
spotify:track:3pLrnQt45Y5hVkUBFjHjfy,0,0.0455,93533.0
spotify:track:1b7tQ5IXg98ObwiPuTywij,0,0.0254,171173.0
spotify:track:6htKMi5PudDDO0a2lgWwLW,0,0.0697,122000.0
spotify:track:4qKLsgMCXm7ZvjkLsSJmjO,0,0.0502,146427.0
spotify:track:23D9La5qA0Mh0SZEJTL90Z,0,0.0645,154133.0
spotify:track:0uQlohNz4Miwkh38ZeK8wt,0,0.07,136187.0
spotify:track:0n2J4rGRJ6o0zN4cOcKaah,3,0.0309,159453.0
spotify:track:5GMVceKdv7LmskVEdKymo4,0,0.0434,133667.0
spotify:track:6WyTdWjV1WqSj7dJTCkhCp,3,0.0443,130200.0
spotify:track:7LLYANE7kw69dfpBLJQpgi,0,0.0263,164369.0
spotify:track:3CGWGyRS6tJi38yD0Ycrzu,0,0.0302,109053.0
spotify:track:3vSJ3Ez2VOSxcYidT7Xlde,0,0.0448,360000.0
spotify:track:7vhllkDLCdyu4KNKfp6BFK,0,0.0485,240000.0
spotify:track:4JAwskrOEzqmwRROuza9sf,0,0.0576,190327.0
spotify:track:6H7kxIWHiNAo75jbQGGYqi,3,0.0502,122907.0
spotify:track:67DlS5BPkzqPZl4nh8dLv7,0,0.0412,134733.0
spotify:track:2U1fPudNdc5zGTyEyv9RdH,3,0.0338,114587.0
spotify:track:2SDAhvek4vhRjvOdxNTek5,1,0.0346,128573.0
spotify:track:48HaawzM7pe9ARuYOLRShU,0,0.0432,123627.0
spotify:track:42bjaBnbYjDg0u2yDxp4HF,3,0.0602,196613.0
spotify:track:4zHodjnKrhSWSjgHDwwNpW,1,0.0283,158511.0
spotify:track:5FKbsIwz97zPYVFr3O5VpR,0,0.0269,215547.0
spotify:track:6Ce47D2PCTJKmKImUwg8bQ,3,0.0843,118787.0
spotify:track:41MhYsnAum8VOjuzC0Pfoe,3,0.056,141787.0
spotify:track:5Pm68bOamSFd1KoHrnjNza,3,0.0922,129326.0
spotify:track:6gnZYaJwTGOlrga3P0lh5z,0,0.0306,248890.0
spotify:track:1INVwjPhUOT70W5TM38Ovv,0,0.0526,160000.0
spotify:track:1w5lSQRzHKfrjVnBSbOkDx,0,0.0365,157002.0
spotify:track:4IOfcNMyrm0QIOVOEQxN9J,0,0.03,163511.0
spotify:track:5ZqjTgou5y4XOFV7k4LOe4,0,0.0703,140240.0
spotify:track:4xhoQA5vnzu3jpacm3TNj3,3,0.0321,170707.0
spotify:track:13t85O6TG1ZQZObuRYiC9E,0,0.0834,196000.0
spotify:track:5ukcRQymAYst027D8kaz8c,0,0.0286,185933.0
spotify:track:5QEOMYoBzISRDdhro9UuGN,0,0.167,180507.0
spotify:track:1lpSeR2nGEozJ6KKwWEAL7,3,0.0335,95560.0
spotify:track:1XrJbjYlOXpnjr3ReKVXZT,0,0.123,89565.0
spotify:track:0ijmm01kFNA1hPD4dI6pgD,0,0.034,114280.0
spotify:track:1fg60ix0rWFPgShodJfSNt,3,0.0461,116987.0
spotify:track:5TcJ7ANVfw4a9zEa6mQvwI,1,0.0495,156387.0
spotify:track:3oBZyxwIz0OTtdiSDbadQ3,2,0.0424,151360.0
spotify:track:2ErQlH1PK786AgSWriAPSm,1,0.113,148133.0
spotify:track:6WcFbXGVZ2FgR30LclwSVa,0,0.0294,174693.0
spotify:track:1a0Mk6GXidx8CbzrAFj17O,1,0.055,187840.0
spotify:track:5pN5KGYBac8qIhAbkBXiSA,0,0.0673,174280.0
spotify:track:2LgjTnDWOSSN9x721WMnHp,2,0.0453,147680.0
spotify:track:7i4H1zqeVH2TmVVCqLqdVj,1,0.0394,184653.0
spotify:track:50QaaPaYPI5m57VXCITgTf,2,0.0438,169227.0
spotify:track:4mZGhSXuU3YG8qMpL057P8,3,0.0436,149493.0
spotify:track:6CRjVWS1795IuYYzVJ58yO,0,0.031,90389.0
spotify:track:2h2MWMiBWFNCmAhe9GpYjU,0,0.0415,201627.0
spotify:track:3k7qNTuElCs6G8UVpP6ewl,1,0.0376,157733.0
spotify:track:2oUIHHaPeZxoFN16RVAu6V,3,0.0467,165440.0
spotify:track:6yez7MU54oEwBiAQ823NmE,0,0.0302,114520.0
spotify:track:5ivGYsbymi0pNBPNLHQUvp,0,0.0426,142440.0
spotify:track:7JYkP9EbDJjTVNTz1k413J,1,0.0489,138960.0
spotify:track:0sZ7jvj8ayp17HIAkUAWC4,1,0.0409,147147.0
spotify:track:6CHmpqbAJgDwBcSHl46QGo,2,0.0642,116093.0
spotify:track:36q5wS5tgROkEKp9jWy61b,1,0.0332,160147.0
spotify:track:7jfasBsZK0iNYeWPLAbfOb,2,0.0382,234120.0
spotify:track:27RDXDoec0B8SbfeUM7KBs,1,0.0429,152907.0
spotify:track:1GSL66tDFXDM6KFDkuATcp,1,0.049,131120.0
spotify:track:7isNJ7dvZZ86xl5iICizmm,2,0.0318,185973.0
spotify:track:3atye0DtUKYOKLDroZ93Cq,1,0.0367,160480.0
spotify:track:49u4VlZPxz1ZdJsJEw5URr,3,0.05,170800.0
spotify:track:7fIeKW1jKvx6FslFxdXTR4,3,0.0436,212653.0
spotify:track:0LhqIFgSfx1yarnAFlBLKe,1,0.0347,163853.0
spotify:track:06UhTE83LUEbtvv3jDZalv,1,0.0523,156360.0
spotify:track:3CfpmyJ3GAQ5hIIH8GIvTL,0,0.0285,161947.0
spotify:track:7IQAvmnZL4E3AQvoiG8mzY,2,0.0368,199000.0
spotify:track:0xyCPrzAqfG4P9tIOMc3dv,3,0.036,163227.0
spotify:track:5Wi2CIPO6kj0zoJoqj3eTY,0,0.0616,152000.0
spotify:track:3rHNHOLPt7mwvQQcUKBAUd,3,0.0351,188787.0
spotify:track:5kGK21vwXUGWcHVKDR8QAf,1,0.0322,178507.0
spotify:track:0kO3H7WFi33vsH2MFwRuCj,0,0.0583,217960.0
spotify:track:0ICdPMIlKOfKi9yDBxvLr1,1,0.0486,124040.0
spotify:track:6Ve85D1mJWflR5g6ltAaNO,0,0.0271,184907.0
spotify:track:037DiXC9Pn4aqMxlDiZXR5,2,0.0505,180617.0
spotify:track:46IA7kVTmc4ungv22t5HcX,1,0.0483,202048.0
spotify:track:7EHKHpad3AohehlNomJuXu,2,0.119,168280.0
spotify:track:2OwrIPYMMav7dQjeXVB7Rp,1,0.0321,283573.0
spotify:track:0MQFNQTKFfRDBQGbY0cTog,2,0.0366,196809.0
spotify:track:7IU6KSOTTCTCP2XcVAvfqI,1,0.0636,159613.0
spotify:track:5WNtHibQPu3O6wFbS3DFkZ,0,0.0311,238352.0
spotify:track:3V417nSM4Ilh0Tt5CqustV,0,0.0272,272292.0
spotify:track:1OnHeldjfrF6Zx3FnS1zQ5,2,0.0397,210332.0
spotify:track:4JhlWABoffwIe4biDhnwoK,2,0.125,587160.0
spotify:track:0qTjb7p9gbojEemSJP71Yd,2,0.0788,406840.0
spotify:track:0nENnRFpV09Mdy6stBQQ6E,2,0.0893,432293.0
spotify:track:2JlP7FyqHgrPKoT5oBrh61,2,0.106,349720.0
spotify:track:2jvhoUj6rTyQHZ0XrVR7dv,2,0.128,320427.0
spotify:track:7tmyqyngDaApCgOrnYMnXf,2,0.0939,316067.0
spotify:track:5nkzM2Pcoml4C8in9ozjwA,2,0.155,433800.0
spotify:track:73Lr9SIi90iQwJWFQFq8HE,2,0.188,369040.0
spotify:track:4kpWVGdFjBSoCkIcHVlTqn,2,0.0449,222373.0
spotify:track:37oLbcJ5oouA1PJJsKOjub,2,0.0609,248812.0
spotify:track:1d17u8gNyjAwhp9N9C7Io5,2,0.0337,239336.0
spotify:track:4JKo9tyUlKXOH90xta27gg,2,0.0453,234842.0
spotify:track:1KuNk1ZZPTZKwjjo1Vdw9G,2,0.0455,192000.0
spotify:track:2DR9AzDhYeStkHupvU08FC,2,0.0594,263160.0
spotify:track:5u3l2TONYacJgmRPQVaF9y,2,0.0501,248747.0
spotify:track:3ofbnIF89fQgZ1FMAGlTn7,2,0.0711,311293.0
spotify:track:73kaKlRGTP4tsN47JPxL2P,2,0.0726,226053.0
spotify:track:7rb8JRuyMqJSBOSoaFMtCY,2,0.167,259173.0
spotify:track:2bBUHwOa8alimc1TiXg1oY,2,0.0836,273253.0
spotify:track:4fY2JR0REUiykvzRw61sk9,2,0.0554,277893.0
spotify:track:6NMA5MsBDOqwQuVT3IbwNj,1,0.131,160588.0
spotify:track:1I2ziAYoM5rEh5uWBp76Tx,2,0.0387,200373.0
spotify:track:7AraSdlKIOoPCLRKkI3WjP,1,0.173,204760.0
spotify:track:7ySBYnlLSwaoHdaY4en58R,2,0.0679,184880.0
spotify:track:0ZShIUKCyVYNNUk37VbySB,1,0.0364,183640.0
spotify:track:7lVJTrfsxre6hVN160Om7G,1,0.0753,178121.0
spotify:track:0sBupXuHJjIM5Rbd92XqpP,1,0.0478,210960.0
spotify:track:6q2c8lBLDzP372QgHl9JsS,0,0.0265,219827.0
spotify:track:4Nh5XkykPNM7bPMupQuT5D,0,0.0594,165427.0
spotify:track:2J0r4Ekv7TYMgXakOtTjt7,1,0.0655,158895.0
spotify:track:3EgCbegK5LA8H4DwHTnJZg,1,0.135,158352.0
spotify:track:1RUp6d887zj0N9CrTwYb1j,1,0.038,150465.0
spotify:track:6EOzseaAhZSwfnSslHwpYc,0,0.1,142326.0
spotify:track:53x25WE2X6nOsHJ23mu1gv,1,0.124,135096.0
spotify:track:2g7RNpSstr7xFWvkb2WNDx,1,0.0525,138372.0
spotify:track:4fjIZ1SrvhJoO0TJKJLNGb,1,0.109,168241.0
spotify:track:3fbyY1GMhIUWF4yAZhJhlZ,1,0.171,176213.0
spotify:track:61lfeRJrq2bOyok9CBeQrA,1,0.0534,179000.0
spotify:track:3BAZRZMULYTTFp1t8GNAT6,1,0.0403,159000.0
spotify:track:3rIl1xa1Bzsp5zMkd0CT2Z,0,0.0464,182533.0
spotify:track:62ObINLNsJtm1wIG5hXad0,1,0.0354,191841.0
spotify:track:0XDG93E5Ly5YvYTyFmCFFE,2,0.0619,217551.0
spotify:track:4pJu6x8zGUraj83Hll3Moy,2,0.153,207373.0
spotify:track:0UJUoXIawV7KpPu4dRKUUh,1,0.102,160302.0
spotify:track:1DFIyhRxaDAbZxTMN0BSBu,1,0.087,183667.0
spotify:track:7H5ccISh8gRILEXs6blYJs,1,0.0436,190585.0
spotify:track:3m1idVMc4CCCFYwHK5tCDr,0,0.0975,162222.0
spotify:track:4Zw6488bCemiOzCEbcMWDe,1,0.0385,171027.0
spotify:track:542UNHThZB3HAb9fEALzEk,1,0.0396,193093.0
spotify:track:3iUmoy21qlRY1VdNEtJJlx,1,0.0448,159255.0
spotify:track:2xZ8MeQOfNHJ7hVbPxDegH,1,0.0426,127034.0
spotify:track:0HlbHgvF2CHsRfGjlYIxcT,1,0.0675,172500.0
spotify:track:3kxKFs7wTi10kxH7tF62lC,1,0.198,158000.0
